file,label,group,color,number
34_0_0005.wav,AE,2,Blue,79
34_0_0006.wav,ER,9,Lime,80
34_0_0007.wav,AH,3,Black,81
34_0_0008.wav,IH,11,Teal,82
34_0_0009.wav,IY,13,Pink,83
34_0_0010.wav,IH,11,Teal,84
34_0_0011.wav,ER,9,Lime,85
34_0_0012.wav,AH,3,Black,86
34_0_0013.wav,AO,4,Green,87
34_0_0014.wav,IH,11,Teal,88
34_0_0015.wav,UW,17,Cyan,89
34_0_0016.wav,AH,3,Black,90
34_0_0017.wav,EH,8,Black,91
34_0_0018.wav,OW,14,Maroon,92
34_0_0019.wav,IY,13,Pink,93
34_0_0020.wav,AY,7,Magenta,94
34_0_0021.wav,IH,11,Teal,95
34_0_0022.wav,AE,2,Blue,96
34_0_0023.wav,AH,3,Black,97
34_0_0024.wav,UW,17,Cyan,98
34_0_0025.wav,IY,13,Pink,99
34_0_0026.wav,AE,2,Blue,100
34_0_0027.wav,EY,10,Purple,101
34_0_0028.wav,IY,13,Pink,102
34_0_0029.wav,AH,3,Black,103
34_0_0030.wav,AE,2,Blue,104
34_0_0031.wav,ER,9,Lime,105
34_0_0032.wav,ER,9,Lime,106
34_0_0033.wav,AH,3,Black,107
34_0_0034.wav,AA,1,Red,108
34_0_0035.wav,IY,13,Pink,109
34_0_0036.wav,AA,1,Red,110
34_0_0037.wav,IY,13,Pink,111
34_0_0038.wav,AH,3,Black,112
34_0_0039.wav,AA,1,Red,113
34_0_0040.wav,AE,2,Blue,114
34_0_0041.wav,IH,11,Teal,115
34_0_0042.wav,EY,10,Purple,116
34_0_0043.wav,AE,2,Blue,117
34_0_0044.wav,AH,3,Black,118
34_0_0045.wav,IH,11,Teal,119
34_0_0046.wav,OY,15,Grey,120
34_0_0047.wav,AA,1,Red,121
34_0_0048.wav,ER,9,Lime,122
34_0_0049.wav,IY,13,Pink,123
34_0_0050.wav,IH,11,Teal,124
34_0_0051.wav,IY,13,Pink,125
34_0_0052.wav,UH,16,Silver,126
34_0_0053.wav,UW,17,Cyan,127
34_0_0054.wav,IY,13,Pink,128
34_0_0055.wav,IH,11,Teal,129
34_0_0056.wav,IY,13,Pink,130
34_0_0057.wav,EH,8,Black,131
34_0_0058.wav,AE,2,Blue,132
34_0_0059.wav,AE,2,Blue,133
34_0_0060.wav,IY,13,Pink,134
34_0_0061.wav,OW,14,Maroon,135
34_0_0062.wav,IY,13,Pink,136
34_0_0063.wav,ER,9,Lime,137
